Date,City,District,Price
2018-12-01,Alytus,Putinai,208.4
2018-10-01,Alytus,Putinai,94.0
2017-04-01,Alytus,Putinai,516.93
2018-09-01,Alytus,Putinai,76.23
2018-04-01,Alytus,Putinai,343.34
2020-05-01,Alytus,Likiškiai,560.87
2020-04-01,Alytus,Likiškiai,549.91
2021-02-01,Alytus,Likiškiai,500.68
2020-07-01,Alytus,Likiškiai,531.34
2020-08-01,Alytus,Likiškiai,498.05
2020-11-01,Alytus,Likiškiai,497.05
2020-06-01,Alytus,Likiškiai,623.83
2020-10-01,Alytus,Likiškiai,512.81
2020-09-01,Alytus,Likiškiai,502.37
2021-01-01,Alytus,Likiškiai,547.72
2020-12-01,Alytus,Likiškiai,495.98
2017-01-01,Alytus,Pirmas Alytus,428.5
2018-07-01,Alytus,Pirmas Alytus,420.02
2022-03-01,Alytus,Pirmas Alytus,948.98
2017-11-01,Alytus,Pirmas Alytus,389.54
2019-05-01,Alytus,Pirmas Alytus,456.84
2020-01-01,Alytus,Pirmas Alytus,587.49
2017-07-01,Alytus,Pirmas Alytus,461.06
2019-11-01,Alytus,Pirmas Alytus,556.34
2020-04-01,Alytus,Pirmas Alytus,561.75
2022-05-01,Alytus,Pirmas Alytus,759.34
2018-05-01,Alytus,Pirmas Alytus,433.18
2019-10-01,Alytus,Pirmas Alytus,518.76
2021-10-01,Alytus,Pirmas Alytus,859.36
2022-01-01,Alytus,Pirmas Alytus,827.35
2017-10-01,Alytus,Pirmas Alytus,449.2
2021-06-01,Alytus,Pirmas Alytus,606.91
2020-08-01,Alytus,Pirmas Alytus,541.95
2021-11-01,Alytus,Pirmas Alytus,855.26
2019-12-01,Alytus,Pirmas Alytus,575.88
2020-11-01,Alytus,Pirmas Alytus,599.89
2018-01-01,Alytus,Pirmas Alytus,401.8
2017-06-01,Alytus,Pirmas Alytus,440.81
2019-06-01,Alytus,Pirmas Alytus,472.36
2018-09-01,Alytus,Pirmas Alytus,393.0
2022-02-01,Alytus,Pirmas Alytus,827.22
2017-12-01,Alytus,Pirmas Alytus,381.3
2018-10-01,Alytus,Pirmas Alytus,377.47
2018-06-01,Alytus,Pirmas Alytus,422.68
2020-06-01,Alytus,Pirmas Alytus,627.66
2021-01-01,Alytus,Pirmas Alytus,589.87
2017-04-01,Alytus,Pirmas Alytus,432.77
2018-12-01,Alytus,Pirmas Alytus,379.93
2019-03-01,Alytus,Pirmas Alytus,451.78
2021-02-01,Alytus,Pirmas Alytus,521.87
2018-11-01,Alytus,Pirmas Alytus,371.95
2019-07-01,Alytus,Pirmas Alytus,409.25
2022-06-01,Alytus,Pirmas Alytus,682.0
2022-08-01,Alytus,Pirmas Alytus,652.94
2018-03-01,Alytus,Pirmas Alytus,430.59
2018-08-01,Alytus,Pirmas Alytus,405.09
2019-09-01,Alytus,Pirmas Alytus,429.68
2020-09-01,Alytus,Pirmas Alytus,571.19
2019-08-01,Alytus,Pirmas Alytus,367.79
2017-05-01,Alytus,Pirmas Alytus,389.11
2017-08-01,Alytus,Pirmas Alytus,449.49
2020-05-01,Alytus,Pirmas Alytus,572.38
2018-04-01,Alytus,Pirmas Alytus,421.81
2019-01-01,Alytus,Pirmas Alytus,375.31
2021-03-01,Alytus,Pirmas Alytus,547.09
2021-09-01,Alytus,Pirmas Alytus,843.31
2020-02-01,Alytus,Pirmas Alytus,537.42
2019-04-01,Alytus,Pirmas Alytus,448.87
2021-12-01,Alytus,Pirmas Alytus,949.06
2020-03-01,Alytus,Pirmas Alytus,532.77
2017-03-01,Alytus,Pirmas Alytus,440.23
2019-02-01,Alytus,Pirmas Alytus,417.23
2017-09-01,Alytus,Pirmas Alytus,401.58
2017-02-01,Alytus,Pirmas Alytus,433.92
2018-02-01,Alytus,Pirmas Alytus,403.09
2020-07-01,Alytus,Pirmas Alytus,523.82
2021-04-01,Alytus,Pirmas Alytus,669.99
2022-07-01,Alytus,Pirmas Alytus,551.31
2020-12-01,Alytus,Pirmas Alytus,614.89
2020-10-01,Alytus,Pirmas Alytus,591.44
2022-04-01,Alytus,Pirmas Alytus,894.22
2019-02-01,Alytus,Putinai,314.17
2020-07-01,Alytus,Putinai,836.73
2020-02-01,Alytus,Putinai,661.77
2021-02-01,Alytus,Putinai,300.86
2019-07-01,Alytus,Putinai,747.05
2020-03-01,Alytus,Putinai,680.02
2020-11-01,Alytus,Putinai,297.55
2019-10-01,Alytus,Putinai,603.5
2020-05-01,Alytus,Putinai,551.71
2019-09-01,Alytus,Putinai,498.86
2019-04-01,Alytus,Putinai,314.17
2019-08-01,Alytus,Putinai,435.89
2020-12-01,Alytus,Putinai,270.64
2019-03-01,Alytus,Putinai,481.24
2019-06-01,Alytus,Putinai,431.69
2020-04-01,Alytus,Putinai,600.06
2020-08-01,Alytus,Putinai,918.64
2019-12-01,Alytus,Putinai,470.73
2021-01-01,Alytus,Putinai,270.64
2020-06-01,Alytus,Putinai,714.97
2019-05-01,Alytus,Putinai,363.54
2020-10-01,Alytus,Putinai,449.95
2019-11-01,Alytus,Putinai,545.84
2020-09-01,Alytus,Putinai,1000.0
2020-01-01,Alytus,Putinai,554.67
2017-11-01,Alytus,Vidzgiris,453.69
2017-01-01,Alytus,Vidzgiris,568.13
2017-08-01,Alytus,Vidzgiris,600.36
2018-01-01,Alytus,Vidzgiris,199.1
2017-12-01,Alytus,Vidzgiris,414.58
2018-02-01,Alytus,Vidzgiris,198.81
2017-05-01,Alytus,Vidzgiris,823.64
2019-06-01,Alytus,Senamiestis,403.7
2018-09-01,Alytus,Senamiestis,408.16
2019-02-01,Alytus,Senamiestis,433.57
2020-12-01,Alytus,Senamiestis,780.92
2022-05-01,Alytus,Senamiestis,1243.34
2018-02-01,Alytus,Senamiestis,547.76
2019-05-01,Alytus,Senamiestis,431.29
2020-02-01,Alytus,Senamiestis,453.92
2021-02-01,Alytus,Senamiestis,747.82
2020-05-01,Alytus,Senamiestis,618.33
2020-08-01,Alytus,Senamiestis,492.27
2017-12-01,Alytus,Senamiestis,601.34
2018-05-01,Alytus,Senamiestis,458.46
2021-01-01,Alytus,Senamiestis,812.47
2021-03-01,Alytus,Senamiestis,761.17
2017-10-01,Alytus,Senamiestis,576.13
2022-03-01,Alytus,Senamiestis,996.32
2017-02-01,Alytus,Senamiestis,509.29
2017-11-01,Alytus,Senamiestis,576.78
2020-01-01,Alytus,Senamiestis,428.72
2020-04-01,Alytus,Senamiestis,526.75
2017-03-01,Alytus,Senamiestis,483.93
2018-08-01,Alytus,Senamiestis,415.72
2021-05-01,Alytus,Senamiestis,796.25
2017-08-01,Alytus,Senamiestis,566.08
2019-08-01,Alytus,Senamiestis,400.54
2020-11-01,Alytus,Senamiestis,836.84
2022-06-01,Alytus,Senamiestis,1284.52
2018-03-01,Alytus,Senamiestis,516.25
2018-11-01,Alytus,Senamiestis,444.73
2021-04-01,Alytus,Senamiestis,856.46
2019-03-01,Alytus,Senamiestis,429.96
2021-08-01,Alytus,Senamiestis,1041.76
2022-02-01,Alytus,Senamiestis,892.76
2019-11-01,Alytus,Senamiestis,550.88
2022-01-01,Alytus,Senamiestis,969.33
2022-08-01,Alytus,Senamiestis,1040.32
2018-10-01,Alytus,Senamiestis,431.92
2019-09-01,Alytus,Senamiestis,491.38
2019-01-01,Alytus,Senamiestis,419.86
2021-07-01,Alytus,Senamiestis,905.44
2018-01-01,Alytus,Senamiestis,555.79
2019-12-01,Alytus,Senamiestis,537.96
2018-12-01,Alytus,Senamiestis,423.87
2017-01-01,Alytus,Senamiestis,536.09
2017-06-01,Alytus,Senamiestis,489.75
2018-07-01,Alytus,Senamiestis,433.18
2019-07-01,Alytus,Senamiestis,369.6
2020-07-01,Alytus,Senamiestis,506.88
2021-10-01,Alytus,Senamiestis,1011.3
2018-04-01,Alytus,Senamiestis,489.06
2017-04-01,Alytus,Senamiestis,503.0
2019-04-01,Alytus,Senamiestis,409.71
2021-12-01,Alytus,Senamiestis,957.73
2020-06-01,Alytus,Senamiestis,542.97
2017-07-01,Alytus,Senamiestis,490.68
2017-09-01,Alytus,Senamiestis,607.37
2020-03-01,Alytus,Senamiestis,478.93
2022-04-01,Alytus,Senamiestis,1062.52
2021-09-01,Alytus,Senamiestis,1020.97
2019-10-01,Alytus,Senamiestis,557.77
2017-05-01,Alytus,Senamiestis,531.94
2020-10-01,Alytus,Senamiestis,695.22
2022-07-01,Alytus,Senamiestis,1186.98
2020-09-01,Alytus,Senamiestis,629.89
2018-06-01,Alytus,Senamiestis,436.61
2021-06-01,Alytus,Senamiestis,1000.42
2021-11-01,Alytus,Senamiestis,965.18
2022-05-01,Kaunas,Sargėnai,1432.21
2022-08-01,Kaunas,Sargėnai,1099.29
2018-08-01,Kaunas,Šilainiai,847.21
2019-01-01,Kaunas,Šilainiai,886.13
2020-11-01,Kaunas,Šilainiai,1085.1
2022-04-01,Kaunas,Šilainiai,1113.08
2017-07-01,Kaunas,Šilainiai,804.4
2017-09-01,Kaunas,Šilainiai,848.58
2022-02-01,Kaunas,Šilainiai,1071.49
2018-12-01,Kaunas,Šilainiai,866.32
2021-06-01,Kaunas,Šilainiai,1167.07
2017-01-01,Kaunas,Šilainiai,760.66
2017-10-01,Kaunas,Šilainiai,842.24
2019-12-01,Kaunas,Šilainiai,934.9
2020-03-01,Kaunas,Šilainiai,929.13
2017-12-01,Kaunas,Šilainiai,813.05
2019-11-01,Kaunas,Šilainiai,1037.04
2018-09-01,Kaunas,Šilainiai,931.69
2019-08-01,Kaunas,Šilainiai,938.74
2019-07-01,Kaunas,Šilainiai,936.06
2020-10-01,Kaunas,Šilainiai,1102.64
2022-05-01,Kaunas,Šilainiai,1207.41
2019-09-01,Kaunas,Šilainiai,985.33
2019-02-01,Kaunas,Šilainiai,920.09
2021-07-01,Kaunas,Šilainiai,1155.72
2022-01-01,Kaunas,Šilainiai,1063.42
2018-11-01,Kaunas,Šilainiai,916.74
2017-05-01,Kaunas,Šilainiai,837.78
2018-06-01,Kaunas,Šilainiai,869.11
2019-06-01,Kaunas,Šilainiai,975.87
2021-03-01,Kaunas,Šilainiai,1024.45
2020-06-01,Kaunas,Šilainiai,1020.69
2017-03-01,Kaunas,Šilainiai,815.0
2019-03-01,Kaunas,Šilainiai,941.23
2021-11-01,Kaunas,Šilainiai,1022.4
2018-02-01,Kaunas,Šilainiai,810.65
2018-10-01,Kaunas,Šilainiai,948.32
2020-02-01,Kaunas,Šilainiai,966.36
2022-03-01,Kaunas,Šilainiai,1090.54
2021-08-01,Kaunas,Šilainiai,1159.42
2021-09-01,Kaunas,Šilainiai,1137.49
2018-03-01,Kaunas,Šilainiai,792.88
2017-11-01,Kaunas,Šilainiai,854.3
2017-04-01,Kaunas,Šilainiai,826.6
2020-09-01,Kaunas,Šilainiai,1080.49
2022-06-01,Kaunas,Šilainiai,1373.7
2020-05-01,Kaunas,Šilainiai,963.97
2018-01-01,Kaunas,Šilainiai,770.27
2017-06-01,Kaunas,Šilainiai,804.46
2017-08-01,Kaunas,Šilainiai,814.3
2018-05-01,Kaunas,Šilainiai,832.19
2021-05-01,Kaunas,Šilainiai,1110.52
2021-10-01,Kaunas,Šilainiai,1036.41
2020-04-01,Kaunas,Šilainiai,908.39
2020-07-01,Kaunas,Šilainiai,1022.92
2020-08-01,Kaunas,Šilainiai,1080.12
2019-10-01,Kaunas,Šilainiai,1028.53
2021-12-01,Kaunas,Šilainiai,1045.4
2022-07-01,Kaunas,Šilainiai,1555.64
2019-05-01,Kaunas,Šilainiai,967.94
2019-04-01,Kaunas,Šilainiai,963.57
2020-01-01,Kaunas,Šilainiai,902.36
2021-01-01,Kaunas,Šilainiai,1080.86
2017-02-01,Kaunas,Šilainiai,764.67
2018-07-01,Kaunas,Šilainiai,851.22
2021-04-01,Kaunas,Šilainiai,1081.15
2018-04-01,Kaunas,Šilainiai,779.47
2020-12-01,Kaunas,Šilainiai,1093.08
2021-02-01,Kaunas,Šilainiai,1105.34
2022-08-01,Kaunas,Šilainiai,1643.98
2018-11-01,Kaunas,Senamiestis,2011.06
2018-02-01,Kaunas,Senamiestis,1694.3
2019-04-01,Kaunas,Senamiestis,1719.34
2018-01-01,Kaunas,Senamiestis,1738.67
2017-10-01,Kaunas,Senamiestis,1790.02
2018-08-01,Kaunas,Senamiestis,2100.57
2018-12-01,Kaunas,Senamiestis,2041.99
2018-09-01,Kaunas,Senamiestis,2038.87
2017-08-01,Kaunas,Senamiestis,1718.71
2017-12-01,Kaunas,Senamiestis,1758.64
2018-03-01,Kaunas,Senamiestis,1429.41
2019-01-01,Kaunas,Senamiestis,1989.57
2020-11-01,Kaunas,Senamiestis,1734.1
2017-09-01,Kaunas,Senamiestis,1779.54
2019-02-01,Kaunas,Senamiestis,2232.07
2018-10-01,Kaunas,Senamiestis,2168.76
2017-11-01,Kaunas,Senamiestis,1768.23
2018-07-01,Kaunas,Senamiestis,2080.37
2018-05-01,Kaunas,Senamiestis,2072.09
2019-03-01,Kaunas,Senamiestis,2157.13
2018-06-01,Kaunas,Senamiestis,1944.6
2020-10-01,Kaunas,Senamiestis,1734.1
2018-04-01,Kaunas,Senamiestis,1622.71
2019-05-01,Kaunas,Senamiestis,1676.04
2017-02-01,Kaunas,Vaišvydava,597.07
2017-05-01,Kaunas,Vaišvydava,620.92
2017-06-01,Kaunas,Vaišvydava,639.31
2017-03-01,Kaunas,Vaišvydava,718.42
2017-01-01,Kaunas,Vaišvydava,593.4
2017-04-01,Kaunas,Vaišvydava,641.14
2022-08-01,Kaunas,Panerys,1330.21
2021-07-01,Kaunas,Panerys,1327.18
2022-07-01,Kaunas,Panerys,1328.66
2022-06-01,Kaunas,Panerys,1298.54
2021-08-01,Kaunas,Panerys,1344.58
2022-03-01,Kaunas,Panerys,1387.65
2021-06-01,Kaunas,Panerys,1344.5
2021-09-01,Kaunas,Panerys,1268.7
2020-07-01,Kaunas,Panerys,1260.22
2017-05-01,Kaunas,Panemunė,607.79
2018-10-01,Kaunas,Panemunė,597.95
2021-02-01,Kaunas,Panemunė,983.3
2021-07-01,Kaunas,Panemunė,1104.94
2019-02-01,Kaunas,Panemunė,615.3
2021-03-01,Kaunas,Panemunė,990.99
2022-02-01,Kaunas,Panemunė,1092.49
2018-08-01,Kaunas,Panemunė,560.08
2020-06-01,Kaunas,Panemunė,765.93
2022-05-01,Kaunas,Panemunė,1200.52
2018-05-01,Kaunas,Panemunė,511.84
2019-05-01,Kaunas,Panemunė,830.92
2021-10-01,Kaunas,Panemunė,1140.44
2022-07-01,Kaunas,Panemunė,1200.43
2017-06-01,Kaunas,Panemunė,638.78
2020-08-01,Kaunas,Panemunė,849.69
2021-04-01,Kaunas,Panemunė,1018.09
2017-09-01,Kaunas,Panemunė,665.1
2018-07-01,Kaunas,Panemunė,524.98
2022-01-01,Kaunas,Panemunė,1095.77
2021-11-01,Kaunas,Panemunė,1209.35
2017-07-01,Kaunas,Panemunė,646.79
2017-11-01,Kaunas,Panemunė,739.02
2019-03-01,Kaunas,Panemunė,724.62
2020-01-01,Kaunas,Panemunė,727.13
2017-08-01,Kaunas,Panemunė,655.48
2019-09-01,Kaunas,Panemunė,687.98
2021-09-01,Kaunas,Panemunė,1109.25
2019-08-01,Kaunas,Panemunė,717.9
2021-01-01,Kaunas,Panemunė,896.96
2019-12-01,Kaunas,Panemunė,715.52
2022-03-01,Kaunas,Panemunė,1136.26
2018-04-01,Kaunas,Panemunė,481.69
2019-10-01,Kaunas,Panemunė,713.97
2020-07-01,Kaunas,Panemunė,771.31
2020-11-01,Kaunas,Panemunė,841.23
2018-03-01,Kaunas,Panemunė,491.57
2019-04-01,Kaunas,Panemunė,812.81
2019-01-01,Kaunas,Panemunė,557.58
2022-08-01,Kaunas,Panemunė,1353.11
2018-11-01,Kaunas,Panemunė,656.05
2021-08-01,Kaunas,Panemunė,1140.36
2017-12-01,Kaunas,Panemunė,635.36
2020-03-01,Kaunas,Panemunė,857.56
2018-02-01,Kaunas,Panemunė,567.67
2018-12-01,Kaunas,Panemunė,634.83
2021-05-01,Kaunas,Panemunė,1068.82
2022-04-01,Kaunas,Panemunė,1103.3
2020-02-01,Kaunas,Panemunė,680.04
2019-06-01,Kaunas,Panemunė,842.15
2019-11-01,Kaunas,Panemunė,730.81
2020-12-01,Kaunas,Panemunė,853.96
2021-12-01,Kaunas,Panemunė,1133.8
2017-10-01,Kaunas,Panemunė,747.83
2018-06-01,Kaunas,Panemunė,493.15
2020-05-01,Kaunas,Panemunė,865.14
2018-01-01,Kaunas,Panemunė,552.45
2019-07-01,Kaunas,Panemunė,846.55
2020-04-01,Kaunas,Panemunė,901.97
2022-06-01,Kaunas,Panemunė,1172.59
2020-10-01,Kaunas,Panemunė,784.91
2018-09-01,Kaunas,Panemunė,587.18
2020-09-01,Kaunas,Panemunė,804.73
2021-06-01,Kaunas,Panemunė,1086.81
2018-05-01,Kaunas,Petrašiūnai,383.55
2017-04-01,Kaunas,Petrašiūnai,623.62
2017-02-01,Kaunas,Petrašiūnai,582.47
2019-03-01,Kaunas,Petrašiūnai,733.84
2018-06-01,Kaunas,Petrašiūnai,411.21
2017-12-01,Kaunas,Petrašiūnai,508.0
2017-05-01,Kaunas,Petrašiūnai,529.28
2019-01-01,Kaunas,Petrašiūnai,510.86
2018-10-01,Kaunas,Petrašiūnai,406.61
2018-07-01,Kaunas,Petrašiūnai,453.88
2018-12-01,Kaunas,Petrašiūnai,457.31
2017-06-01,Kaunas,Petrašiūnai,440.74
2017-11-01,Kaunas,Petrašiūnai,548.11
2018-04-01,Kaunas,Petrašiūnai,471.73
2017-08-01,Kaunas,Petrašiūnai,456.15
2018-02-01,Kaunas,Petrašiūnai,524.73
2018-03-01,Kaunas,Petrašiūnai,528.79
2017-09-01,Kaunas,Petrašiūnai,587.69
2017-10-01,Kaunas,Petrašiūnai,580.46
2018-01-01,Kaunas,Petrašiūnai,498.53
2018-08-01,Kaunas,Petrašiūnai,486.13
2018-11-01,Kaunas,Petrašiūnai,431.67
2019-02-01,Kaunas,Petrašiūnai,447.47
2017-01-01,Kaunas,Petrašiūnai,610.58
2017-03-01,Kaunas,Petrašiūnai,607.53
2018-09-01,Kaunas,Petrašiūnai,461.07
2017-07-01,Kaunas,Petrašiūnai,434.11
2020-02-01,Kaunas,Marvelė,659.48
2019-01-01,Kaunas,Marvelė,700.86
2019-05-01,Kaunas,Marvelė,577.76
2020-12-01,Kaunas,Marvelė,936.52
2020-07-01,Kaunas,Marvelė,565.66
2019-08-01,Kaunas,Marvelė,713.5
2020-06-01,Kaunas,Marvelė,567.73
2019-06-01,Kaunas,Marvelė,655.64
2019-03-01,Kaunas,Marvelė,648.72
2020-01-01,Kaunas,Marvelė,688.69
2018-12-01,Kaunas,Marvelė,757.27
2020-08-01,Kaunas,Marvelė,1029.93
2020-03-01,Kaunas,Marvelė,659.48
2019-11-01,Kaunas,Marvelė,688.02
2020-11-01,Kaunas,Marvelė,456.95
2019-04-01,Kaunas,Marvelė,659.53
2019-12-01,Kaunas,Marvelė,755.39
2019-10-01,Kaunas,Marvelė,663.11
2021-01-01,Kaunas,Marvelė,1015.15
2019-07-01,Kaunas,Marvelė,686.06
2019-02-01,Kaunas,Marvelė,617.94
2018-11-01,Kaunas,Marvelė,757.74
2020-04-01,Kaunas,Marvelė,863.7
2019-09-01,Kaunas,Marvelė,680.27
2020-10-01,Kaunas,Marvelė,882.56
2020-05-01,Kaunas,Marvelė,897.56
2021-02-01,Kaunas,Marvelė,1000.0
2020-09-01,Kaunas,Marvelė,915.22
2018-10-01,Kaunas,Palemonas,635.43
2021-04-01,Kaunas,Palemonas,1135.97
2021-01-01,Kaunas,Palemonas,1237.1
2021-07-01,Kaunas,Palemonas,1040.53
2017-10-01,Kaunas,Palemonas,703.66
2019-09-01,Kaunas,Palemonas,745.39
2018-02-01,Kaunas,Palemonas,745.84
2020-10-01,Kaunas,Palemonas,1271.57
2020-12-01,Kaunas,Palemonas,1246.74
2022-06-01,Kaunas,Palemonas,1457.78
2019-03-01,Kaunas,Palemonas,534.31
2017-03-01,Kaunas,Palemonas,540.49
2018-04-01,Kaunas,Palemonas,720.01
2019-04-01,Kaunas,Palemonas,544.28
2019-12-01,Kaunas,Palemonas,585.28
2022-01-01,Kaunas,Palemonas,1450.94
2017-07-01,Kaunas,Palemonas,667.07
2021-12-01,Kaunas,Palemonas,1118.51
2018-07-01,Kaunas,Palemonas,767.91
2019-06-01,Kaunas,Palemonas,508.32
2017-12-01,Kaunas,Palemonas,708.32
2018-08-01,Kaunas,Palemonas,697.98
2018-01-01,Kaunas,Palemonas,724.13
2018-03-01,Kaunas,Palemonas,710.17
2021-03-01,Kaunas,Palemonas,1400.16
2021-08-01,Kaunas,Palemonas,984.13
2019-02-01,Kaunas,Palemonas,584.82
2019-11-01,Kaunas,Palemonas,546.19
2020-11-01,Kaunas,Palemonas,1250.83
2020-03-01,Kaunas,Palemonas,849.34
