Date,City,District,Price
2021-12-01,Vilnius,Bajorai,10.22
2019-03-01,Vilnius,Bajorai,7.09
2021-04-01,Vilnius,Bajorai,8.76
2018-06-01,Vilnius,Bajorai,6.86
2019-01-01,Vilnius,Bajorai,8.47
2021-01-01,Vilnius,Bajorai,9.33
2022-08-01,Vilnius,Bajorai,13.61
2021-08-01,Vilnius,Bajorai,9.35
2022-08-01,Vilnius,Balsiai,10.04
2018-06-01,Vilnius,Balsiai,4.61
2020-06-01,Vilnius,Balsiai,9.51
2019-08-01,Vilnius,Balsiai,5.9
2019-06-01,Vilnius,Balsiai,7.13
2019-09-01,Vilnius,Balsiai,6.44
2020-03-01,Vilnius,Balsiai,6.43
2020-02-01,Vilnius,Balsiai,7.37
2019-07-01,Vilnius,Balsiai,7.81
2020-01-01,Vilnius,Balsiai,7.68
2020-11-01,Vilnius,Balsiai,7.41
2018-05-01,Vilnius,Balsiai,4.25
2019-04-01,Vilnius,Balsiai,7.18
2021-03-01,Vilnius,Balsiai,3.32
2018-11-01,Vilnius,Balsiai,5.6
2018-04-01,Vilnius,Balsiai,4.89
2018-08-01,Vilnius,Balsiai,6.29
2018-12-01,Vilnius,Balsiai,7.23
2020-09-01,Vilnius,Balsiai,8.25
2019-05-01,Vilnius,Balsiai,6.6
2019-10-01,Vilnius,Balsiai,9.0
2018-03-01,Vilnius,Balsiai,6.29
2018-07-01,Vilnius,Balsiai,6.55
2020-05-01,Vilnius,Balsiai,6.95
2021-02-01,Vilnius,Balsiai,5.66
2019-12-01,Vilnius,Balsiai,6.93
2020-08-01,Vilnius,Balsiai,7.82
2019-03-01,Vilnius,Balsiai,6.8
2019-11-01,Vilnius,Balsiai,7.37
2018-02-01,Vilnius,Balsiai,6.99
2020-10-01,Vilnius,Galgiai,11.18
2019-04-01,Vilnius,Galgiai,6.0
2020-07-01,Vilnius,Galgiai,11.3
2020-06-01,Vilnius,Galgiai,10.86
2019-09-01,Vilnius,Bukčiai,17.14
2019-10-01,Vilnius,Bukčiai,8.27
2019-11-01,Vilnius,Bukčiai,6.02
2020-11-01,Vilnius,Bukčiai,7.35
2019-12-01,Vilnius,Gudeliai,10.0
2020-01-01,Vilnius,Gudeliai,9.67
2018-05-01,Vilnius,Kirtimai,6.66
2018-09-01,Vilnius,Kirtimai,7.5
2018-10-01,Vilnius,Kirtimai,6.35
2018-08-01,Vilnius,Kirtimai,7.56
2018-06-01,Vilnius,Kirtimai,8.07
2020-04-01,Vilnius,Kirtimai,11.25
2017-12-01,Vilnius,Kirtimai,5.08
2018-01-01,Vilnius,Kirtimai,4.94
2018-04-01,Vilnius,Kirtimai,6.28
2018-07-01,Vilnius,Kirtimai,6.38
2021-11-01,Vilnius,Lazdynai,9.29
2017-04-01,Vilnius,Lazdynai,6.24
2020-06-01,Vilnius,Lazdynai,6.87
2019-10-01,Vilnius,Lazdynai,7.53
2017-07-01,Vilnius,Lazdynai,6.88
2018-05-01,Vilnius,Lazdynai,7.02
2017-03-01,Vilnius,Lazdynai,6.2
2018-08-01,Vilnius,Lazdynai,6.54
2020-12-01,Vilnius,Lazdynai,7.38
2021-05-01,Vilnius,Lazdynai,8.12
2018-03-01,Vilnius,Lazdynai,6.53
2019-03-01,Vilnius,Lazdynai,6.97
2022-05-01,Vilnius,Lazdynai,11.28
2021-01-01,Vilnius,Lazdynai,7.69
2021-12-01,Vilnius,Lazdynai,9.17
2019-06-01,Vilnius,Lazdynai,7.68
2020-11-01,Vilnius,Lazdynai,7.57
2018-01-01,Vilnius,Lazdynai,6.04
2019-02-01,Vilnius,Lazdynai,7.2
2017-05-01,Vilnius,Lazdynai,6.3
2017-09-01,Vilnius,Lazdynai,6.62
2017-11-01,Vilnius,Lazdynai,6.19
2018-07-01,Vilnius,Lazdynai,6.49
2020-07-01,Vilnius,Lazdynai,7.2
2020-08-01,Vilnius,Lazdynai,7.6
2018-06-01,Vilnius,Lazdynai,6.87
2022-08-01,Vilnius,Lazdynai,12.47
2017-12-01,Vilnius,Lazdynai,5.9
2018-10-01,Vilnius,Lazdynai,6.62
2020-09-01,Vilnius,Lazdynai,7.54
2017-06-01,Vilnius,Lazdynai,6.39
2019-07-01,Vilnius,Lazdynai,8.07
2021-07-01,Vilnius,Lazdynai,8.25
2018-09-01,Vilnius,Lazdynai,6.96
2021-06-01,Vilnius,Lazdynai,9.0
2020-01-01,Vilnius,Lazdynai,7.46
2018-11-01,Vilnius,Lazdynai,6.63
2022-06-01,Vilnius,Lazdynai,11.86
2017-08-01,Vilnius,Lazdynai,6.24
2020-03-01,Vilnius,Lazdynai,7.61
2019-04-01,Vilnius,Lazdynai,7.25
2020-10-01,Vilnius,Lazdynai,7.84
2021-10-01,Vilnius,Lazdynai,8.33
2021-03-01,Vilnius,Lazdynai,8.47
2018-12-01,Vilnius,Lazdynai,6.37
2018-02-01,Vilnius,Lazdynai,6.68
2019-08-01,Vilnius,Lazdynai,6.83
2019-12-01,Vilnius,Lazdynai,7.05
2022-01-01,Vilnius,Lazdynai,8.81
2019-05-01,Vilnius,Lazdynai,7.5
2020-02-01,Vilnius,Lazdynai,7.81
2022-04-01,Vilnius,Lazdynai,10.93
2022-07-01,Vilnius,Lazdynai,11.37
2021-09-01,Vilnius,Lazdynai,8.04
2020-04-01,Vilnius,Lazdynai,7.09
2022-03-01,Vilnius,Lazdynai,9.86
2022-02-01,Vilnius,Lazdynai,9.01
2019-01-01,Vilnius,Lazdynai,6.38
2021-04-01,Vilnius,Lazdynai,8.63
2017-01-01,Vilnius,Lazdynai,5.81
2017-02-01,Vilnius,Lazdynai,5.93
2018-02-01,Vilnius,Pagiriai,5.28
2018-01-01,Vilnius,Pagiriai,7.25
2019-07-01,Vilnius,Pagiriai,4.41
2018-12-01,Vilnius,Pagiriai,9.46
2018-08-01,Vilnius,Pagiriai,4.58
2020-04-01,Vilnius,Pagiriai,6.15
2018-05-01,Vilnius,Pagiriai,3.51
2018-07-01,Vilnius,Pagiriai,4.65
2019-05-01,Vilnius,Pagiriai,3.36
2018-06-01,Vilnius,Pagiriai,3.89
2020-11-01,Vilnius,Pagiriai,5.52
2019-02-01,Vilnius,Pagiriai,4.15
2019-06-01,Vilnius,Pagiriai,4.3
2020-11-01,Vilnius,Paneriai,9.44
2018-10-01,Vilnius,Paneriai,6.25
2018-01-01,Vilnius,Paneriai,5.43
2020-09-01,Vilnius,Paneriai,6.52
2020-08-01,Vilnius,Paneriai,6.62
2020-07-01,Vilnius,Paneriai,7.24
2019-05-01,Vilnius,Paneriai,5.51
2020-12-01,Vilnius,Paneriai,9.93
2021-01-01,Vilnius,Paneriai,10.37
2020-10-01,Vilnius,Paneriai,6.91
2019-06-01,Vilnius,Paneriai,8.83
2017-12-01,Vilnius,Paneriai,6.33
2018-02-01,Vilnius,Paneriai,4.62
2020-04-01,Vilnius,Antavilis,8.65
2020-05-01,Vilnius,Antavilis,8.33
2021-03-01,Vilnius,Antavilis,9.63
2019-12-01,Vilnius,Antavilis,4.54
2021-02-01,Vilnius,Antavilis,9.67
2019-11-01,Vilnius,Antavilis,4.62
2017-01-01,Vilnius,Baltupiai,7.27
2017-03-01,Vilnius,Baltupiai,7.03
2020-05-01,Vilnius,Baltupiai,8.85
2021-08-01,Vilnius,Baltupiai,10.97
2019-11-01,Vilnius,Baltupiai,8.24
2017-09-01,Vilnius,Baltupiai,7.14
2018-08-01,Vilnius,Baltupiai,7.24
2021-05-01,Vilnius,Baltupiai,9.9
2020-07-01,Vilnius,Baltupiai,9.54
2017-04-01,Vilnius,Baltupiai,7.15
2017-08-01,Vilnius,Baltupiai,7.15
2020-12-01,Vilnius,Baltupiai,9.6
2021-11-01,Vilnius,Baltupiai,10.28
2017-12-01,Vilnius,Baltupiai,7.02
2019-01-01,Vilnius,Baltupiai,8.35
2019-09-01,Vilnius,Baltupiai,8.29
2018-05-01,Vilnius,Baltupiai,8.09
2019-05-01,Vilnius,Baltupiai,8.64
2020-10-01,Vilnius,Baltupiai,9.5
2021-02-01,Vilnius,Baltupiai,9.6
2020-03-01,Vilnius,Baltupiai,10.19
2022-02-01,Vilnius,Baltupiai,10.53
2017-07-01,Vilnius,Baltupiai,7.15
2018-03-01,Vilnius,Baltupiai,8.23
2020-02-01,Vilnius,Baltupiai,8.97
2018-02-01,Vilnius,Baltupiai,7.58
2019-02-01,Vilnius,Baltupiai,8.7
2021-07-01,Vilnius,Baltupiai,11.54
2022-04-01,Vilnius,Baltupiai,11.85
2022-08-01,Vilnius,Baltupiai,13.76
2019-04-01,Vilnius,Baltupiai,8.87
2020-01-01,Vilnius,Baltupiai,8.41
2022-03-01,Vilnius,Baltupiai,11.66
2022-06-01,Vilnius,Baltupiai,14.99
2021-12-01,Vilnius,Baltupiai,10.48
2019-03-01,Vilnius,Baltupiai,9.11
2019-08-01,Vilnius,Baltupiai,9.13
2020-09-01,Vilnius,Baltupiai,9.6
2021-09-01,Vilnius,Baltupiai,10.24
2022-07-01,Vilnius,Baltupiai,14.06
2017-05-01,Vilnius,Baltupiai,7.49
2019-06-01,Vilnius,Baltupiai,8.5
2021-06-01,Vilnius,Baltupiai,11.25
2018-01-01,Vilnius,Baltupiai,7.45
2019-07-01,Vilnius,Baltupiai,8.36
2018-06-01,Vilnius,Baltupiai,7.99
2020-06-01,Vilnius,Baltupiai,9.03
2021-10-01,Vilnius,Baltupiai,9.97
2017-11-01,Vilnius,Baltupiai,7.11
2018-09-01,Vilnius,Baltupiai,6.91
2022-01-01,Vilnius,Baltupiai,10.68
2018-10-01,Vilnius,Baltupiai,8.49
2022-05-01,Vilnius,Baltupiai,13.94
2020-04-01,Vilnius,Baltupiai,9.06
2017-06-01,Vilnius,Baltupiai,6.88
2018-04-01,Vilnius,Baltupiai,7.55
2021-03-01,Vilnius,Baltupiai,9.73
2018-12-01,Vilnius,Baltupiai,7.69
2019-10-01,Vilnius,Baltupiai,8.26
2017-02-01,Vilnius,Baltupiai,7.39
2020-11-01,Vilnius,Baltupiai,9.62
2021-04-01,Vilnius,Baltupiai,10.12
2020-02-01,Vilnius,Filaretai,8.54
2020-11-01,Vilnius,Filaretai,12.05
2020-05-01,Vilnius,Filaretai,9.22
2019-12-01,Vilnius,Filaretai,8.79
2018-04-01,Vilnius,Filaretai,7.01
2018-08-01,Vilnius,Filaretai,8.18
2020-10-01,Vilnius,Filaretai,9.96
2018-01-01,Vilnius,Filaretai,7.23
2020-09-01,Vilnius,Filaretai,8.31
2021-02-01,Vilnius,Filaretai,9.95
2021-01-01,Vilnius,Filaretai,11.53
2018-06-01,Vilnius,Filaretai,7.22
2019-06-01,Vilnius,Filaretai,7.51
2019-11-01,Vilnius,Filaretai,9.09
2018-10-01,Vilnius,Filaretai,5.8
2019-10-01,Vilnius,Filaretai,8.33
2018-02-01,Vilnius,Filaretai,8.75
2021-03-01,Vilnius,Filaretai,9.03
2018-05-01,Vilnius,Filaretai,7.85
2018-11-01,Vilnius,Filaretai,9.37
2020-08-01,Vilnius,Filaretai,8.92
2020-06-01,Vilnius,Filaretai,9.28
2019-03-01,Vilnius,Filaretai,4.86
2019-09-01,Vilnius,Filaretai,8.79
2020-01-01,Vilnius,Filaretai,8.6
2018-07-01,Vilnius,Filaretai,6.98
2020-12-01,Vilnius,Filaretai,12.35
2019-02-01,Vilnius,Filaretai,6.06
2020-07-01,Vilnius,Filaretai,10.57
2019-01-01,Vilnius,Filaretai,7.19
2018-12-01,Vilnius,Filaretai,7.12
2022-06-01,Vilnius,Filaretai,12.93
2017-12-01,Vilnius,Filaretai,5.77
2020-04-01,Vilnius,Filaretai,8.9
2017-02-01,Vilnius,Filaretai,6.73
2020-01-01,Vilnius,Gariūnai,8.73
2019-11-01,Vilnius,Gariūnai,6.78
2019-12-01,Vilnius,Gariūnai,6.68
2022-08-01,Vilnius,Jeruzalė,11.76
2018-05-01,Vilnius,Jeruzalė,6.76
2020-11-01,Vilnius,Jeruzalė,7.98
2017-07-01,Vilnius,Jeruzalė,6.63
2018-03-01,Vilnius,Jeruzalė,7.0
2018-02-01,Vilnius,Jeruzalė,6.86
2019-01-01,Vilnius,Jeruzalė,6.27
2018-01-01,Vilnius,Jeruzalė,6.79
2018-06-01,Vilnius,Jeruzalė,6.95
2020-04-01,Vilnius,Jeruzalė,6.53
2021-09-01,Vilnius,Jeruzalė,8.36
2017-05-01,Vilnius,Jeruzalė,6.5
2019-04-01,Vilnius,Jeruzalė,7.41
2017-10-01,Vilnius,Jeruzalė,6.94
2020-10-01,Vilnius,Jeruzalė,7.89
2021-03-01,Vilnius,Jeruzalė,8.89
2021-06-01,Vilnius,Jeruzalė,7.62
2017-12-01,Vilnius,Jeruzalė,6.32
2022-05-01,Vilnius,Jeruzalė,10.24
2017-06-01,Vilnius,Jeruzalė,6.81
2022-04-01,Vilnius,Jeruzalė,9.78
2020-05-01,Vilnius,Jeruzalė,6.23
2022-01-01,Vilnius,Jeruzalė,9.48
2017-03-01,Vilnius,Jeruzalė,6.0
2019-05-01,Vilnius,Jeruzalė,7.5
2019-08-01,Vilnius,Jeruzalė,7.35
2022-06-01,Vilnius,Jeruzalė,11.08
2022-03-01,Vilnius,Jeruzalė,8.45
2022-02-01,Vilnius,Jeruzalė,8.92
2018-09-01,Vilnius,Jeruzalė,5.9
2019-06-01,Vilnius,Jeruzalė,7.12
2020-06-01,Vilnius,Jeruzalė,7.06
2018-12-01,Vilnius,Jeruzalė,6.4
2020-03-01,Vilnius,Jeruzalė,7.01
2021-10-01,Vilnius,Jeruzalė,8.48
2019-09-01,Vilnius,Jeruzalė,7.83
2019-12-01,Vilnius,Jeruzalė,8.26
2017-08-01,Vilnius,Jeruzalė,6.92
2019-11-01,Vilnius,Jeruzalė,7.72
2020-08-01,Vilnius,Jeruzalė,7.52
2020-02-01,Vilnius,Jeruzalė,8.08
2021-11-01,Vilnius,Jeruzalė,9.02
2020-01-01,Vilnius,Jeruzalė,8.33
2022-07-01,Vilnius,Jeruzalė,11.97
2019-03-01,Vilnius,Jeruzalė,6.78
2021-05-01,Vilnius,Jeruzalė,7.8
2021-12-01,Vilnius,Jeruzalė,9.37
2018-04-01,Vilnius,Jeruzalė,6.61
2017-02-01,Vilnius,Jeruzalė,5.82
2021-07-01,Vilnius,Jeruzalė,8.36
2017-04-01,Vilnius,Jeruzalė,6.12
2021-08-01,Vilnius,Jeruzalė,8.79
2018-08-01,Vilnius,Jeruzalė,6.39
2021-04-01,Vilnius,Jeruzalė,8.2
2017-11-01,Vilnius,Jeruzalė,6.76
2018-11-01,Vilnius,Jeruzalė,6.81
2017-01-01,Vilnius,Jeruzalė,5.98
2018-10-01,Vilnius,Jeruzalė,6.99
2020-11-01,Vilnius,Kairėnai,4.37
2019-04-01,Vilnius,Kairėnai,5.88
2019-09-01,Vilnius,Kairėnai,8.15
2020-10-01,Vilnius,Kairėnai,3.44
2021-01-01,Vilnius,Kairėnai,6.26
2020-06-01,Vilnius,Kairėnai,7.37
2018-03-01,Vilnius,Kairėnai,6.7
2018-08-01,Vilnius,Kairėnai,6.0
2017-03-01,Vilnius,Kalnėnai,9.99
2018-03-01,Vilnius,Kalnėnai,9.17
2017-06-01,Vilnius,Kalnėnai,10.63
2018-11-01,Vilnius,Kalnėnai,7.92
2017-04-01,Vilnius,Kalnėnai,9.53
2017-11-01,Vilnius,Kalnėnai,10.04
2017-10-01,Vilnius,Kalnėnai,10.01
2018-05-01,Vilnius,Kalnėnai,8.08
2019-01-01,Vilnius,Kalnėnai,7.85
2017-05-01,Vilnius,Kalnėnai,9.07
2018-10-01,Vilnius,Kalnėnai,9.14
2018-08-01,Vilnius,Kalnėnai,8.46
2018-09-01,Vilnius,Kalnėnai,8.56
2017-12-01,Vilnius,Kalnėnai,11.65
2017-02-01,Vilnius,Kalnėnai,8.76
2017-07-01,Vilnius,Kalnėnai,10.89
2019-02-01,Vilnius,Kalnėnai,8.59
2017-08-01,Vilnius,Kalnėnai,10.58
2018-04-01,Vilnius,Kalnėnai,9.15
2018-01-01,Vilnius,Kalnėnai,11.12
2019-03-01,Vilnius,Kalnėnai,8.87
2021-11-01,Vilnius,Kalnėnai,9.82
2019-04-01,Vilnius,Kalnėnai,8.07
2019-06-01,Vilnius,Kalnėnai,9.04
2019-11-01,Vilnius,Kalnėnai,7.78
2019-09-01,Vilnius,Kalnėnai,9.79
2019-07-01,Vilnius,Kalnėnai,9.21
2021-02-01,Vilnius,Kalnėnai,13.59
2020-06-01,Vilnius,Kalnėnai,7.72
2020-01-01,Vilnius,Kalnėnai,9.1
2019-10-01,Vilnius,Kalnėnai,8.36
2020-07-01,Vilnius,Kalnėnai,7.69
2021-03-01,Vilnius,Kalnėnai,12.18
2020-02-01,Vilnius,Kalnėnai,9.3
2020-03-01,Vilnius,Kalnėnai,9.4
2019-12-01,Vilnius,Kalnėnai,8.85
2021-07-01,Vilnius,Antakalnis,10.22
2020-02-01,Vilnius,Antakalnis,9.45
2022-01-01,Vilnius,Antakalnis,10.87
2019-06-01,Vilnius,Antakalnis,8.35
2021-09-01,Vilnius,Antakalnis,10.48
2019-03-01,Vilnius,Antakalnis,7.98
2019-12-01,Vilnius,Antakalnis,8.94
2022-02-01,Vilnius,Antakalnis,10.75
2022-05-01,Vilnius,Antakalnis,12.99
2017-02-01,Vilnius,Antakalnis,8.05
2020-04-01,Vilnius,Antakalnis,9.27
2020-12-01,Vilnius,Antakalnis,9.13
2017-10-01,Vilnius,Antakalnis,7.72
2018-08-01,Vilnius,Antakalnis,8.44
2020-11-01,Vilnius,Antakalnis,9.2
2021-10-01,Vilnius,Antakalnis,10.54
2018-10-01,Vilnius,Antakalnis,8.14
2019-10-01,Vilnius,Antakalnis,8.86
2020-06-01,Vilnius,Antakalnis,8.83
2017-05-01,Vilnius,Antakalnis,8.29
2018-03-01,Vilnius,Antakalnis,8.53
2019-05-01,Vilnius,Antakalnis,8.41
2021-05-01,Vilnius,Antakalnis,10.13
2021-12-01,Vilnius,Antakalnis,10.98
2018-01-01,Vilnius,Antakalnis,7.86
2019-01-01,Vilnius,Antakalnis,8.31
2021-06-01,Vilnius,Antakalnis,10.51
2022-03-01,Vilnius,Antakalnis,11.56
2019-08-01,Vilnius,Antakalnis,9.04
2019-04-01,Vilnius,Antakalnis,8.08
2020-09-01,Vilnius,Antakalnis,9.33
2020-07-01,Vilnius,Antakalnis,9.28
2022-08-01,Vilnius,Antakalnis,14.2
2021-01-01,Vilnius,Antakalnis,9.83
2022-07-01,Vilnius,Antakalnis,14.47
2022-04-01,Vilnius,Antakalnis,12.01
2019-02-01,Vilnius,Antakalnis,8.62
2019-07-01,Vilnius,Antakalnis,8.76
2020-08-01,Vilnius,Antakalnis,9.38
2021-08-01,Vilnius,Antakalnis,10.6
2017-03-01,Vilnius,Antakalnis,7.9
2017-07-01,Vilnius,Antakalnis,8.53
2017-08-01,Vilnius,Antakalnis,8.28
2019-11-01,Vilnius,Antakalnis,8.67
2018-11-01,Vilnius,Antakalnis,7.92
2019-09-01,Vilnius,Antakalnis,8.94
2021-02-01,Vilnius,Antakalnis,9.81
2017-01-01,Vilnius,Antakalnis,8.12
2018-06-01,Vilnius,Antakalnis,8.3
2020-10-01,Vilnius,Antakalnis,9.6
2021-03-01,Vilnius,Antakalnis,9.78
2017-06-01,Vilnius,Antakalnis,8.68
2018-02-01,Vilnius,Antakalnis,8.22
2020-01-01,Vilnius,Antakalnis,9.24
2018-05-01,Vilnius,Antakalnis,8.36
2020-05-01,Vilnius,Antakalnis,8.8
2022-06-01,Vilnius,Antakalnis,14.1
2021-11-01,Vilnius,Antakalnis,10.24
2020-03-01,Vilnius,Antakalnis,9.56
2018-12-01,Vilnius,Antakalnis,8.02
2018-04-01,Vilnius,Antakalnis,8.18
2018-07-01,Vilnius,Antakalnis,8.54
2021-04-01,Vilnius,Antakalnis,9.83
2020-11-01,Vilnius,Liepkalnis,11.85
2020-08-01,Vilnius,Liepkalnis,10.95
2020-09-01,Vilnius,Liepkalnis,10.21
2021-03-01,Vilnius,Liepkalnis,9.18
2019-06-01,Vilnius,Liepkalnis,9.34
2019-07-01,Vilnius,Liepkalnis,14.16
2019-02-01,Vilnius,Liepkalnis,5.85
2019-08-01,Vilnius,Liepkalnis,8.94
2020-10-01,Vilnius,Liepkalnis,10.85
2020-11-01,Vilnius,Markučiai,12.51
2021-04-01,Vilnius,Markučiai,12.42
2018-04-01,Vilnius,Markučiai,7.09
2021-03-01,Vilnius,Markučiai,11.45
2020-03-01,Vilnius,Markučiai,9.01
2022-02-01,Vilnius,Markučiai,14.44
2019-10-01,Vilnius,Markučiai,12.04
2020-01-01,Vilnius,Markučiai,8.39
2020-12-01,Vilnius,Markučiai,10.07
2018-02-01,Vilnius,Markučiai,8.3
2018-07-01,Vilnius,Markučiai,7.5
2020-05-01,Vilnius,Markučiai,9.01
2021-12-01,Vilnius,Markučiai,13.75
2019-04-01,Vilnius,Markučiai,8.74
2021-06-01,Vilnius,Markučiai,11.88
2022-03-01,Vilnius,Markučiai,14.19
2018-12-01,Vilnius,Markučiai,8.31
2020-10-01,Vilnius,Markučiai,11.77
2018-09-01,Vilnius,Markučiai,6.59
2021-05-01,Vilnius,Markučiai,12.64
2019-11-01,Vilnius,Markučiai,10.98
2021-02-01,Vilnius,Markučiai,12.01
2019-08-01,Vilnius,Markučiai,8.8
2021-11-01,Vilnius,Markučiai,11.27
2018-08-01,Vilnius,Markučiai,9.74
2021-01-01,Vilnius,Markučiai,11.24
2021-09-01,Vilnius,Markučiai,13.41
2021-10-01,Vilnius,Markučiai,10.92
2019-03-01,Vilnius,Markučiai,9.14
2020-02-01,Vilnius,Markučiai,9.14
2019-12-01,Vilnius,Markučiai,9.13
2022-07-01,Vilnius,Markučiai,20.85
2018-11-01,Vilnius,Markučiai,9.33
2018-05-01,Vilnius,Markučiai,7.04
2022-08-01,Vilnius,Markučiai,19.79
2020-06-01,Vilnius,Markučiai,9.03
2020-08-01,Vilnius,Markučiai,8.74
2022-06-01,Vilnius,Markučiai,18.94
2018-03-01,Vilnius,Markučiai,6.57
2019-02-01,Vilnius,Markučiai,8.73
2020-04-01,Vilnius,Markučiai,8.7
2022-01-01,Vilnius,Markučiai,14.32
2019-06-01,Vilnius,Markučiai,8.61
2019-09-01,Vilnius,Markučiai,11.28
2018-10-01,Vilnius,Markučiai,7.66
2019-07-01,Vilnius,Markučiai,9.68
2020-07-01,Vilnius,Markučiai,9.53
2020-09-01,Vilnius,Markučiai,10.77
2020-11-01,Vilnius,Burbiškės,12.28
2020-06-01,Vilnius,Burbiškės,10.96
2020-10-01,Vilnius,Burbiškės,11.29
2020-04-01,Vilnius,Burbiškės,8.66
2020-12-01,Vilnius,Burbiškės,10.87
2020-08-01,Vilnius,Burbiškės,9.72
2020-05-01,Vilnius,Burbiškės,10.77
2020-07-01,Vilnius,Burbiškės,10.72
2021-01-01,Vilnius,Burbiškės,9.74
2021-03-01,Vilnius,Burbiškės,9.8
2021-02-01,Vilnius,Burbiškės,9.15
2020-09-01,Vilnius,Burbiškės,9.57
2019-01-01,Vilnius,Burbiškės,10.56
2017-12-01,Vilnius,Burbiškės,8.23
2019-08-01,Vilnius,Burbiškės,8.88
2019-10-01,Vilnius,Burbiškės,7.96
2018-01-01,Vilnius,Burbiškės,8.58
2019-09-01,Vilnius,Burbiškės,7.55
2020-01-01,Vilnius,Burbiškės,13.75
2020-03-01,Vilnius,Burbiškės,11.09
2020-02-01,Vilnius,Burbiškės,10.4
2018-08-01,Vilnius,Burbiškės,12.4
2019-06-01,Vilnius,Burbiškės,10.31
2018-06-01,Vilnius,Burbiškės,8.74
2018-05-01,Vilnius,Burbiškės,8.87
2019-05-01,Vilnius,Burbiškės,9.32
2018-09-01,Vilnius,Burbiškės,9.97
2019-07-01,Vilnius,Burbiškės,9.88
2019-03-01,Vilnius,Burbiškės,10.4
2019-11-01,Vilnius,Burbiškės,10.27
2019-04-01,Vilnius,Burbiškės,10.25
2020-04-01,Vilnius,Dvarčionys,6.35
2019-12-01,Vilnius,Dvarčionys,5.76
2021-03-01,Vilnius,Dvarčionys,8.99
2018-12-01,Vilnius,Dvarčionys,6.93
2018-10-01,Vilnius,Dvarčionys,5.19
2019-09-01,Vilnius,Dvarčionys,4.32
2018-02-01,Vilnius,Dvarčionys,5.06
2020-07-01,Vilnius,Dvarčionys,7.18
2018-06-01,Vilnius,Dvarčionys,7.63
2020-08-01,Vilnius,Dvarčionys,7.74
2019-08-01,Vilnius,Dvarčionys,4.62
2020-03-01,Vilnius,Dvarčionys,6.74
2018-09-01,Vilnius,Dvarčionys,3.9
2018-08-01,Vilnius,Dvarčionys,4.78
2017-12-01,Vilnius,Dvarčionys,6.44
2019-02-01,Vilnius,Dvarčionys,6.48
2020-01-01,Vilnius,Dvarčionys,5.27
2020-05-01,Vilnius,Dvarčionys,6.08
2019-11-01,Vilnius,Dvarčionys,6.92
2019-04-01,Vilnius,Dvarčionys,8.57
2018-07-01,Vilnius,Dvarčionys,5.12
2019-03-01,Vilnius,Dvarčionys,7.55
2020-10-01,Vilnius,Dvarčionys,7.23
2018-11-01,Vilnius,Dvarčionys,7.14
2018-01-01,Vilnius,Dvarčionys,4.78
2020-06-01,Vilnius,Dvarčionys,7.32
2020-02-01,Vilnius,Dvarčionys,5.21
